"searge","name","notch","sig","notchsig","classname","classnotch","package","side"
"zo","zo","zo","F","F","com/mojang/minecraft/Entity","com/mojang/minecraft/Entity","com/mojang/minecraft","0"
"bbHeight","bbHeight","bbHeight","F","F","com/mojang/minecraft/Entity","com/mojang/minecraft/Entity","com/mojang/minecraft","0"
"onGround","onGround","onGround","Z","Z","com/mojang/minecraft/Entity","com/mojang/minecraft/Entity","com/mojang/minecraft","0"
"horizontalCollision","horizontalCollision","horizontalCollision","Z","Z","com/mojang/minecraft/Entity","com/mojang/minecraft/Entity","com/mojang/minecraft","0"
"serialVersionUID","serialVersionUID","serialVersionUID","J","J","com/mojang/minecraft/Entity","com/mojang/minecraft/Entity","com/mojang/minecraft","0"
"xd","xd","xd","F","F","com/mojang/minecraft/Entity","com/mojang/minecraft/Entity","com/mojang/minecraft","0"
"yd","yd","yd","F","F","com/mojang/minecraft/Entity","com/mojang/minecraft/Entity","com/mojang/minecraft","0"
"zd","zd","zd","F","F","com/mojang/minecraft/Entity","com/mojang/minecraft/Entity","com/mojang/minecraft","0"
"bbWidth","bbWidth","bbWidth","F","F","com/mojang/minecraft/Entity","com/mojang/minecraft/Entity","com/mojang/minecraft","0"
"heightOffset","heightOffset","heightOffset","F","F","com/mojang/minecraft/Entity","com/mojang/minecraft/Entity","com/mojang/minecraft","0"
"yRot","yRot","yRot","F","F","com/mojang/minecraft/Entity","com/mojang/minecraft/Entity","com/mojang/minecraft","0"
"xRotO","xRotO","xRotO","F","F","com/mojang/minecraft/Entity","com/mojang/minecraft/Entity","com/mojang/minecraft","0"
"yRotO","yRotO","yRotO","F","F","com/mojang/minecraft/Entity","com/mojang/minecraft/Entity","com/mojang/minecraft","0"
"xRot","xRot","xRot","F","F","com/mojang/minecraft/Entity","com/mojang/minecraft/Entity","com/mojang/minecraft","0"
"bb","bb","bb","Lcom/mojang/minecraft/phys/AABB;","Lcom/mojang/minecraft/phys/AABB;","com/mojang/minecraft/Entity","com/mojang/minecraft/Entity","com/mojang/minecraft","0"
"y","y","y","F","F","com/mojang/minecraft/Entity","com/mojang/minecraft/Entity","com/mojang/minecraft","0"
"x","x","x","F","F","com/mojang/minecraft/Entity","com/mojang/minecraft/Entity","com/mojang/minecraft","0"
"drawDistance","drawDistance","d","I","I","com/mojang/minecraft/renderer/LevelRenderer","com/mojang/minecraft/a/g","com/mojang/minecraft/renderer","0"
"glRenderList","glRenderList","c","I","I","com/mojang/minecraft/renderer/LevelRenderer","com/mojang/minecraft/a/g","com/mojang/minecraft/renderer","0"
"cloudTickCounter","cloudTickCounter","h","I","I","com/mojang/minecraft/renderer/LevelRenderer","com/mojang/minecraft/a/g","com/mojang/minecraft/renderer","0"
"zChunks","zChunks","l","I","I","com/mojang/minecraft/renderer/LevelRenderer","com/mojang/minecraft/a/g","com/mojang/minecraft/renderer","0"
"yChunks","yChunks","k","I","I","com/mojang/minecraft/renderer/LevelRenderer","com/mojang/minecraft/a/g","com/mojang/minecraft/renderer","0"
"xChunks","xChunks","j","I","I","com/mojang/minecraft/renderer/LevelRenderer","com/mojang/minecraft/a/g","com/mojang/minecraft/renderer","0"
"lX","lX","m","F","F","com/mojang/minecraft/renderer/LevelRenderer","com/mojang/minecraft/a/g","com/mojang/minecraft/renderer","0"
"dummyBuffer","dummyBuffer","e","Ljava/nio/IntBuffer;","Ljava/nio/IntBuffer;","com/mojang/minecraft/renderer/LevelRenderer","com/mojang/minecraft/a/g","com/mojang/minecraft/renderer","0"
"dirtyChunks","dirtyChunks","f","Ljava/util/Set;","Ljava/util/Set;","com/mojang/minecraft/renderer/LevelRenderer","com/mojang/minecraft/a/g","com/mojang/minecraft/renderer","0"
"lZ","lZ","o","F","F","com/mojang/minecraft/renderer/LevelRenderer","com/mojang/minecraft/a/g","com/mojang/minecraft/renderer","0"
"lY","lY","n","F","F","com/mojang/minecraft/renderer/LevelRenderer","com/mojang/minecraft/a/g","com/mojang/minecraft/renderer","0"
"chunks","chunks","i","[Lcom/mojang/minecraft/renderer/Chunk;","[Lcom/mojang/minecraft/a/f;","com/mojang/minecraft/renderer/LevelRenderer","com/mojang/minecraft/a/g","com/mojang/minecraft/renderer","0"
"level","level","a","Lcom/mojang/minecraft/level/Level;","Lcom/mojang/minecraft/level/Level;","com/mojang/minecraft/renderer/LevelRenderer","com/mojang/minecraft/a/g","com/mojang/minecraft/renderer","0"
"sortedChunks","sortedChunks","g","[Lcom/mojang/minecraft/renderer/Chunk;","[Lcom/mojang/minecraft/a/f;","com/mojang/minecraft/renderer/LevelRenderer","com/mojang/minecraft/a/g","com/mojang/minecraft/renderer","0"
"textures","textures","b","Lcom/mojang/minecraft/renderer/Textures;","Lcom/mojang/minecraft/a/a;","com/mojang/minecraft/renderer/LevelRenderer","com/mojang/minecraft/a/g","com/mojang/minecraft/renderer","0"
"u","u","b","F","F","com/mojang/minecraft/character/Vertex","com/mojang/minecraft/character/e","com/mojang/minecraft/character","0"
"v","v","c","F","F","com/mojang/minecraft/character/Vertex","com/mojang/minecraft/character/e","com/mojang/minecraft/character","0"
"pos","pos","a","Lcom/mojang/minecraft/character/Vec3;","Lcom/mojang/minecraft/character/c;","com/mojang/minecraft/character/Vertex","com/mojang/minecraft/character/e","com/mojang/minecraft/character","0"
"xTexOffs","xTexOffs","f","I","I","com/mojang/minecraft/character/Cube","com/mojang/minecraft/character/d","com/mojang/minecraft/character","0"
"zRot","zRot","c","F","F","com/mojang/minecraft/character/Cube","com/mojang/minecraft/character/d","com/mojang/minecraft/character","0"
"yTexOffs","yTexOffs","g","I","I","com/mojang/minecraft/character/Cube","com/mojang/minecraft/character/d","com/mojang/minecraft/character","0"
"x","x","h","F","F","com/mojang/minecraft/character/Cube","com/mojang/minecraft/character/d","com/mojang/minecraft/character","0"
"list","list","l","I","I","com/mojang/minecraft/character/Cube","com/mojang/minecraft/character/d","com/mojang/minecraft/character","0"
"y","y","i","F","F","com/mojang/minecraft/character/Cube","com/mojang/minecraft/character/d","com/mojang/minecraft/character","0"
"z","z","j","F","F","com/mojang/minecraft/character/Cube","com/mojang/minecraft/character/d","com/mojang/minecraft/character","0"
"vertices","vertices","d","[Lcom/mojang/minecraft/character/Vertex;","[Lcom/mojang/minecraft/character/e;","com/mojang/minecraft/character/Cube","com/mojang/minecraft/character/d","com/mojang/minecraft/character","0"
"polygons","polygons","e","[Lcom/mojang/minecraft/character/Polygon;","[Lcom/mojang/minecraft/character/b;","com/mojang/minecraft/character/Cube","com/mojang/minecraft/character/d","com/mojang/minecraft/character","0"
"xRot","xRot","a","F","F","com/mojang/minecraft/character/Cube","com/mojang/minecraft/character/d","com/mojang/minecraft/character","0"
"yRot","yRot","b","F","F","com/mojang/minecraft/character/Cube","com/mojang/minecraft/character/d","com/mojang/minecraft/character","0"
"compiled","compiled","k","Z","Z","com/mojang/minecraft/character/Cube","com/mojang/minecraft/character/d","com/mojang/minecraft/character","0"
"particles","particles","a","Ljava/util/List;","Ljava/util/List;","com/mojang/minecraft/particle/ParticleEngine","com/mojang/minecraft/particle/a","com/mojang/minecraft/particle","0"
"textures","textures","b","Lcom/mojang/minecraft/renderer/Textures;","Lcom/mojang/minecraft/a/a;","com/mojang/minecraft/particle/ParticleEngine","com/mojang/minecraft/particle/a","com/mojang/minecraft/particle","0"
"y","y","b","I","I","com/mojang/minecraft/HitResult","com/mojang/minecraft/e","com/mojang/minecraft","0"
"x","x","a","I","I","com/mojang/minecraft/HitResult","com/mojang/minecraft/e","com/mojang/minecraft","0"
"f","f","d","I","I","com/mojang/minecraft/HitResult","com/mojang/minecraft/e","com/mojang/minecraft","0"
"z","z","c","I","I","com/mojang/minecraft/HitResult","com/mojang/minecraft/e","com/mojang/minecraft","0"
"x","x","a","F","F","com/mojang/minecraft/character/Vec3","com/mojang/minecraft/character/c","com/mojang/minecraft/character","0"
"y","y","b","F","F","com/mojang/minecraft/character/Vec3","com/mojang/minecraft/character/c","com/mojang/minecraft/character","0"
"z","z","c","F","F","com/mojang/minecraft/character/Vec3","com/mojang/minecraft/character/c","com/mojang/minecraft/character","0"
"running","running","L","Z","Z","com/mojang/minecraft/Minecraft","com/mojang/minecraft/d","com/mojang/minecraft","0"
"screen","screen","z","Lcom/mojang/minecraft/gui/Screen;","Lcom/mojang/minecraft/b/d;","com/mojang/minecraft/Minecraft","com/mojang/minecraft/d","com/mojang/minecraft","0"
"unusedInt1","unusedInt1","U","I","I","com/mojang/minecraft/Minecraft","com/mojang/minecraft/d","com/mojang/minecraft","0"
"textures","textures","x","Lcom/mojang/minecraft/renderer/Textures;","Lcom/mojang/minecraft/a/a;","com/mojang/minecraft/Minecraft","com/mojang/minecraft/d","com/mojang/minecraft","0"
"levelRenderer","levelRenderer","r","Lcom/mojang/minecraft/renderer/LevelRenderer;","Lcom/mojang/minecraft/a/g;","com/mojang/minecraft/Minecraft","com/mojang/minecraft/d","com/mojang/minecraft","0"
"parent","parent","u","Ljava/awt/Canvas;","Ljava/awt/Canvas;","com/mojang/minecraft/Minecraft","com/mojang/minecraft/d","com/mojang/minecraft","0"
"fogColorRed","fogColorRed","I","F","F","com/mojang/minecraft/Minecraft","com/mojang/minecraft/d","com/mojang/minecraft","0"
"sendQueue","sendQueue","l","Lcom/mojang/minecraft/net/NetClientHandler;","Lcom/mojang/minecraft/net/c;","com/mojang/minecraft/Minecraft","com/mojang/minecraft/d","com/mojang/minecraft","0"
"title","title","X","Ljava/lang/String;","Ljava/lang/String;","com/mojang/minecraft/Minecraft","com/mojang/minecraft/d","com/mojang/minecraft","0"
"y","y","b","I","I","com/mojang/minecraft/Minecraft","com/mojang/minecraft/d","com/mojang/minecraft","0"
"fullscreen","fullscreen","n","Z","Z","com/mojang/minecraft/Minecraft","com/mojang/minecraft/d","com/mojang/minecraft","0"
"emptyCursor","emptyCursor","v","Lorg/lwjgl/input/Cursor;","Lorg/lwjgl/input/Cursor;","com/mojang/minecraft/Minecraft","com/mojang/minecraft/d","com/mojang/minecraft","0"
"yMouseAxis","yMouseAxis","w","I","I","com/mojang/minecraft/Minecraft","com/mojang/minecraft/d","com/mojang/minecraft","0"
"unusedInt2","unusedInt2","V","I","I","com/mojang/minecraft/Minecraft","com/mojang/minecraft/d","com/mojang/minecraft","0"
"paintTexture","paintTexture","s","I","I","com/mojang/minecraft/Minecraft","com/mojang/minecraft/d","com/mojang/minecraft","0"
"server","server","G","Ljava/lang/String;","Ljava/lang/String;","com/mojang/minecraft/Minecraft","com/mojang/minecraft/d","com/mojang/minecraft","0"
"fogColorGreen","fogColorGreen","J","F","F","com/mojang/minecraft/Minecraft","com/mojang/minecraft/d","com/mojang/minecraft","0"
"font","font","i","Lcom/mojang/minecraft/gui/Font;","Lcom/mojang/minecraft/b/j;","com/mojang/minecraft/Minecraft","com/mojang/minecraft/d","com/mojang/minecraft","0"
"loadMapID","loadMapID","k","I","I","com/mojang/minecraft/Minecraft","com/mojang/minecraft/d","com/mojang/minecraft","0"
"inventory","inventory","F","[I","[I","com/mojang/minecraft/Minecraft","com/mojang/minecraft/d","com/mojang/minecraft","0"
"hitResult","hitResult","S","Lcom/mojang/minecraft/HitResult;","Lcom/mojang/minecraft/e;","com/mojang/minecraft/Minecraft","com/mojang/minecraft/d","com/mojang/minecraft","0"
"mouseGrabbed","mouseGrabbed","N","Z","Z","com/mojang/minecraft/Minecraft","com/mojang/minecraft/d","com/mojang/minecraft","0"
"appletMode","appletMode","g","Z","Z","com/mojang/minecraft/Minecraft","com/mojang/minecraft/d","com/mojang/minecraft","0"
"prevFrameTime","prevFrameTime","O","I","I","com/mojang/minecraft/Minecraft","com/mojang/minecraft/d","com/mojang/minecraft","0"
"fogColorBlue","fogColorBlue","K","F","F","com/mojang/minecraft/Minecraft","com/mojang/minecraft/d","com/mojang/minecraft","0"
"selectBuffer","selectBuffer","R","Ljava/nio/IntBuffer;","Ljava/nio/IntBuffer;","com/mojang/minecraft/Minecraft","com/mojang/minecraft/d","com/mojang/minecraft","0"
"fogColor1","fogColor1","p","Ljava/nio/FloatBuffer;","Ljava/nio/FloatBuffer;","com/mojang/minecraft/Minecraft","com/mojang/minecraft/d","com/mojang/minecraft","0"
"timer","timer","q","Lcom/mojang/minecraft/Timer;","Lcom/mojang/minecraft/c;","com/mojang/minecraft/Minecraft","com/mojang/minecraft/d","com/mojang/minecraft","0"
"lb","lb","W","Ljava/nio/FloatBuffer;","Ljava/nio/FloatBuffer;","com/mojang/minecraft/Minecraft","com/mojang/minecraft/d","com/mojang/minecraft","0"
"ticksRan","ticksRan","C","I","I","com/mojang/minecraft/Minecraft","com/mojang/minecraft/d","com/mojang/minecraft","0"
"robot","robot","D","Ljava/awt/Robot;","Ljava/awt/Robot;","com/mojang/minecraft/Minecraft","com/mojang/minecraft/d","com/mojang/minecraft","0"
"editMode","editMode","y","I","I","com/mojang/minecraft/Minecraft","com/mojang/minecraft/d","com/mojang/minecraft","0"
"levelGen","levelGen","B","Lcom/mojang/minecraft/level/levelgen/LevelGen;","Lcom/mojang/minecraft/level/b/a;","com/mojang/minecraft/Minecraft","com/mojang/minecraft/d","com/mojang/minecraft","0"
"particleEngine","particleEngine","t","Lcom/mojang/minecraft/particle/ParticleEngine;","Lcom/mojang/minecraft/particle/a;","com/mojang/minecraft/Minecraft","com/mojang/minecraft/d","com/mojang/minecraft","0"
"pause","pause","h","Z","Z","com/mojang/minecraft/Minecraft","com/mojang/minecraft/d","com/mojang/minecraft","0"
"fogColorMultiplier","fogColorMultiplier","T","F","F","com/mojang/minecraft/Minecraft","com/mojang/minecraft/d","com/mojang/minecraft","0"
"minecraftUri","minecraftUri","f","Ljava/lang/String;","Ljava/lang/String;","com/mojang/minecraft/Minecraft","com/mojang/minecraft/d","com/mojang/minecraft","0"
"user","user","e","Lcom/mojang/minecraft/User;","Lcom/mojang/minecraft/a;","com/mojang/minecraft/Minecraft","com/mojang/minecraft/d","com/mojang/minecraft","0"
"renderDistance","renderDistance","P","F","F","com/mojang/minecraft/Minecraft","com/mojang/minecraft/d","com/mojang/minecraft","0"
"loadMapUser","loadMapUser","j","Ljava/lang/String;","Ljava/lang/String;","com/mojang/minecraft/Minecraft","com/mojang/minecraft/d","com/mojang/minecraft","0"
"fogColor0","fogColor0","o","Ljava/nio/FloatBuffer;","Ljava/nio/FloatBuffer;","com/mojang/minecraft/Minecraft","com/mojang/minecraft/d","com/mojang/minecraft","0"
"level","level","c","Lcom/mojang/minecraft/level/Level;","Lcom/mojang/minecraft/level/Level;","com/mojang/minecraft/Minecraft","com/mojang/minecraft/d","com/mojang/minecraft","0"
"viewportBuffer","viewportBuffer","Q","Ljava/nio/IntBuffer;","Ljava/nio/IntBuffer;","com/mojang/minecraft/Minecraft","com/mojang/minecraft/d","com/mojang/minecraft","0"
"fpsString","fpsString","M","Ljava/lang/String;","Ljava/lang/String;","com/mojang/minecraft/Minecraft","com/mojang/minecraft/d","com/mojang/minecraft","0"
"port","port","H","I","I","com/mojang/minecraft/Minecraft","com/mojang/minecraft/d","com/mojang/minecraft","0"
"player","player","d","Lcom/mojang/minecraft/player/Player;","Lcom/mojang/minecraft/player/Player;","com/mojang/minecraft/Minecraft","com/mojang/minecraft/d","com/mojang/minecraft","0"
"chatMessages","chatMessages","E","Ljava/util/List;","Ljava/util/List;","com/mojang/minecraft/Minecraft","com/mojang/minecraft/d","com/mojang/minecraft","0"
"x","x","a","I","I","com/mojang/minecraft/Minecraft","com/mojang/minecraft/d","com/mojang/minecraft","0"
"hideGui","hideGui","m","Z","Z","com/mojang/minecraft/Minecraft","com/mojang/minecraft/d","com/mojang/minecraft","0"
"text","text","Y","Ljava/lang/String;","Ljava/lang/String;","com/mojang/minecraft/Minecraft","com/mojang/minecraft/d","com/mojang/minecraft","0"
"levelIo","levelIo","A","Lcom/mojang/minecraft/level/LevelIO;","Lcom/mojang/minecraft/level/a;","com/mojang/minecraft/Minecraft","com/mojang/minecraft/d","com/mojang/minecraft","0"
"vertices","vertices","a","[Lcom/mojang/minecraft/character/Vertex;","[Lcom/mojang/minecraft/character/e;","com/mojang/minecraft/character/Polygon","com/mojang/minecraft/character/b","com/mojang/minecraft/character","0"
"timeScale","timeScale","e","F","F","com/mojang/minecraft/Timer","com/mojang/minecraft/c","com/mojang/minecraft","0"
"a","a","d","F","F","com/mojang/minecraft/Timer","com/mojang/minecraft/c","com/mojang/minecraft","0"
"fps","fps","f","F","F","com/mojang/minecraft/Timer","com/mojang/minecraft/c","com/mojang/minecraft","0"
"ticksPerSecond","ticksPerSecond","a","F","F","com/mojang/minecraft/Timer","com/mojang/minecraft/c","com/mojang/minecraft","0"
"ticks","ticks","c","I","I","com/mojang/minecraft/Timer","com/mojang/minecraft/c","com/mojang/minecraft","0"
"lastTime","lastTime","b","J","J","com/mojang/minecraft/Timer","com/mojang/minecraft/c","com/mojang/minecraft","0"
"leg1","leg1","f","Lcom/mojang/minecraft/character/Cube;","Lcom/mojang/minecraft/character/d;","com/mojang/minecraft/character/ZombieModel","com/mojang/minecraft/character/a","com/mojang/minecraft/character","0"
"leg0","leg0","e","Lcom/mojang/minecraft/character/Cube;","Lcom/mojang/minecraft/character/d;","com/mojang/minecraft/character/ZombieModel","com/mojang/minecraft/character/a","com/mojang/minecraft/character","0"
"arm1","arm1","d","Lcom/mojang/minecraft/character/Cube;","Lcom/mojang/minecraft/character/d;","com/mojang/minecraft/character/ZombieModel","com/mojang/minecraft/character/a","com/mojang/minecraft/character","0"
"arm0","arm0","c","Lcom/mojang/minecraft/character/Cube;","Lcom/mojang/minecraft/character/d;","com/mojang/minecraft/character/ZombieModel","com/mojang/minecraft/character/a","com/mojang/minecraft/character","0"
"body","body","b","Lcom/mojang/minecraft/character/Cube;","Lcom/mojang/minecraft/character/d;","com/mojang/minecraft/character/ZombieModel","com/mojang/minecraft/character/a","com/mojang/minecraft/character","0"
"head","head","a","Lcom/mojang/minecraft/character/Cube;","Lcom/mojang/minecraft/character/d;","com/mojang/minecraft/character/ZombieModel","com/mojang/minecraft/character/a","com/mojang/minecraft/character","0"
"counter","counter","b","I","I","com/mojang/minecraft/ChatLine","com/mojang/minecraft/b","com/mojang/minecraft","0"
"message","message","a","Ljava/lang/String;","Ljava/lang/String;","com/mojang/minecraft/ChatLine","com/mojang/minecraft/b","com/mojang/minecraft","0"
"name","name","a","Ljava/lang/String;","Ljava/lang/String;","com/mojang/minecraft/User","com/mojang/minecraft/a","com/mojang/minecraft","0"
"sessionId","sessionId","b","Ljava/lang/String;","Ljava/lang/String;","com/mojang/minecraft/User","com/mojang/minecraft/a","com/mojang/minecraft","0"
"xx0","xx0","y","F","F","com/mojang/minecraft/level/tile/Tile","com/mojang/minecraft/level/a/a","com/mojang/minecraft/level/tile","0"
"grass","grass","d","Lcom/mojang/minecraft/level/tile/Tile;","Lcom/mojang/minecraft/level/a/a;","com/mojang/minecraft/level/tile/Tile","com/mojang/minecraft/level/a/a","com/mojang/minecraft/level/tile","0"
"bush","bush","h","Lcom/mojang/minecraft/level/tile/Tile;","Lcom/mojang/minecraft/level/a/a;","com/mojang/minecraft/level/tile/Tile","com/mojang/minecraft/level/a/a","com/mojang/minecraft/level/tile","0"
"tex","tex","u","I","I","com/mojang/minecraft/level/tile/Tile","com/mojang/minecraft/level/a/a","com/mojang/minecraft/level/tile","0"
"lava","lava","l","Lcom/mojang/minecraft/level/tile/Tile;","Lcom/mojang/minecraft/level/a/a;","com/mojang/minecraft/level/tile/Tile","com/mojang/minecraft/level/a/a","com/mojang/minecraft/level/tile","0"
"oreIron","oreIron","q","Lcom/mojang/minecraft/level/tile/Tile;","Lcom/mojang/minecraft/level/a/a;","com/mojang/minecraft/level/tile/Tile","com/mojang/minecraft/level/a/a","com/mojang/minecraft/level/tile","0"
"zz1","zz1","D","F","F","com/mojang/minecraft/level/tile/Tile","com/mojang/minecraft/level/a/a","com/mojang/minecraft/level/tile","0"
"tickSpeed","tickSpeed","x","[I","[I","com/mojang/minecraft/level/tile/Tile","com/mojang/minecraft/level/a/a","com/mojang/minecraft/level/tile","0"
"dirt","dirt","e","Lcom/mojang/minecraft/level/tile/Tile;","Lcom/mojang/minecraft/level/a/a;","com/mojang/minecraft/level/tile/Tile","com/mojang/minecraft/level/a/a","com/mojang/minecraft/level/tile","0"
"unbreakable","unbreakable","i","Lcom/mojang/minecraft/level/tile/Tile;","Lcom/mojang/minecraft/level/a/a;","com/mojang/minecraft/level/tile/Tile","com/mojang/minecraft/level/a/a","com/mojang/minecraft/level/tile","0"
"calmLava","calmLava","m","Lcom/mojang/minecraft/level/tile/Tile;","Lcom/mojang/minecraft/level/a/a;","com/mojang/minecraft/level/tile/Tile","com/mojang/minecraft/level/a/a","com/mojang/minecraft/level/tile","0"
"oreCoal","oreCoal","r","Lcom/mojang/minecraft/level/tile/Tile;","Lcom/mojang/minecraft/level/a/a;","com/mojang/minecraft/level/tile/Tile","com/mojang/minecraft/level/a/a","com/mojang/minecraft/level/tile","0"
"tiles","tiles","a","[Lcom/mojang/minecraft/level/tile/Tile;","[Lcom/mojang/minecraft/level/a/a;","com/mojang/minecraft/level/tile/Tile","com/mojang/minecraft/level/a/a","com/mojang/minecraft/level/tile","0"
"yy1","yy1","C","F","F","com/mojang/minecraft/level/tile/Tile","com/mojang/minecraft/level/a/a","com/mojang/minecraft/level/tile","0"
"particleGravity","particleGravity","w","F","F","com/mojang/minecraft/level/tile/Tile","com/mojang/minecraft/level/a/a","com/mojang/minecraft/level/tile","0"
"stoneBrick","stoneBrick","f","Lcom/mojang/minecraft/level/tile/Tile;","Lcom/mojang/minecraft/level/a/a;","com/mojang/minecraft/level/tile/Tile","com/mojang/minecraft/level/a/a","com/mojang/minecraft/level/tile","0"
"water","water","j","Lcom/mojang/minecraft/level/tile/Tile;","Lcom/mojang/minecraft/level/a/a;","com/mojang/minecraft/level/tile/Tile","com/mojang/minecraft/level/a/a","com/mojang/minecraft/level/tile","0"
"sand","sand","n","Lcom/mojang/minecraft/level/tile/Tile;","Lcom/mojang/minecraft/level/a/a;","com/mojang/minecraft/level/tile/Tile","com/mojang/minecraft/level/a/a","com/mojang/minecraft/level/tile","0"
"gravel","gravel","o","Lcom/mojang/minecraft/level/tile/Tile;","Lcom/mojang/minecraft/level/a/a;","com/mojang/minecraft/level/tile/Tile","com/mojang/minecraft/level/a/a","com/mojang/minecraft/level/tile","0"
"log","log","s","Lcom/mojang/minecraft/level/tile/Tile;","Lcom/mojang/minecraft/level/a/a;","com/mojang/minecraft/level/tile/Tile","com/mojang/minecraft/level/a/a","com/mojang/minecraft/level/tile","0"
"shouldTick","shouldTick","b","[Z","[Z","com/mojang/minecraft/level/tile/Tile","com/mojang/minecraft/level/a/a","com/mojang/minecraft/level/tile","0"
"xx1","xx1","B","F","F","com/mojang/minecraft/level/tile/Tile","com/mojang/minecraft/level/a/a","com/mojang/minecraft/level/tile","0"
"yy0","yy0","z","F","F","com/mojang/minecraft/level/tile/Tile","com/mojang/minecraft/level/a/a","com/mojang/minecraft/level/tile","0"
"rock","rock","c","Lcom/mojang/minecraft/level/tile/Tile;","Lcom/mojang/minecraft/level/a/a;","com/mojang/minecraft/level/tile/Tile","com/mojang/minecraft/level/a/a","com/mojang/minecraft/level/tile","0"
"wood","wood","g","Lcom/mojang/minecraft/level/tile/Tile;","Lcom/mojang/minecraft/level/a/a;","com/mojang/minecraft/level/tile/Tile","com/mojang/minecraft/level/a/a","com/mojang/minecraft/level/tile","0"
"id","id","v","I","I","com/mojang/minecraft/level/tile/Tile","com/mojang/minecraft/level/a/a","com/mojang/minecraft/level/tile","0"
"calmWater","calmWater","k","Lcom/mojang/minecraft/level/tile/Tile;","Lcom/mojang/minecraft/level/a/a;","com/mojang/minecraft/level/tile/Tile","com/mojang/minecraft/level/a/a","com/mojang/minecraft/level/tile","0"
"oreGold","oreGold","p","Lcom/mojang/minecraft/level/tile/Tile;","Lcom/mojang/minecraft/level/a/a;","com/mojang/minecraft/level/tile/Tile","com/mojang/minecraft/level/a/a","com/mojang/minecraft/level/tile","0"
"leaf","leaf","t","Lcom/mojang/minecraft/level/tile/Tile;","Lcom/mojang/minecraft/level/a/a;","com/mojang/minecraft/level/tile/Tile","com/mojang/minecraft/level/a/a","com/mojang/minecraft/level/tile","0"
"zz0","zz0","A","F","F","com/mojang/minecraft/level/tile/Tile","com/mojang/minecraft/level/a/a","com/mojang/minecraft/level/tile","0"
"speed","speed","speed","F","F","com/mojang/minecraft/character/Zombie","com/mojang/minecraft/character/Zombie","com/mojang/minecraft/character","0"
"rotA","rotA","rotA","F","F","com/mojang/minecraft/character/Zombie","com/mojang/minecraft/character/Zombie","com/mojang/minecraft/character","0"
"timeOffs","timeOffs","timeOffs","F","F","com/mojang/minecraft/character/Zombie","com/mojang/minecraft/character/Zombie","com/mojang/minecraft/character","0"
"rot","rot","rot","F","F","com/mojang/minecraft/character/Zombie","com/mojang/minecraft/character/Zombie","com/mojang/minecraft/character","0"
"zombieModel","zombieModel","a","Lcom/mojang/minecraft/character/ZombieModel;","Lcom/mojang/minecraft/character/a;","com/mojang/minecraft/character/Zombie","com/mojang/minecraft/character/Zombie","com/mojang/minecraft/character","0"
"rotSpawn","rotSpawn","rotSpawn","F","F","com/mojang/minecraft/level/Level","com/mojang/minecraft/level/Level","com/mojang/minecraft/level","1"
"width","width","width","I","I","com/mojang/minecraft/level/Level","com/mojang/minecraft/level/Level","com/mojang/minecraft/level","1"
"ySpawn","ySpawn","ySpawn","I","I","com/mojang/minecraft/level/Level","com/mojang/minecraft/level/Level","com/mojang/minecraft/level","1"
"depth","depth","depth","I","I","com/mojang/minecraft/level/Level","com/mojang/minecraft/level/Level","com/mojang/minecraft/level","1"
"xSpawn","xSpawn","xSpawn","I","I","com/mojang/minecraft/level/Level","com/mojang/minecraft/level/Level","com/mojang/minecraft/level","1"
"randValue","randValue","d","I","I","com/mojang/minecraft/level/Level","com/mojang/minecraft/level/Level","com/mojang/minecraft/level","1"
"tickCount","tickCount","tickCount","I","I","com/mojang/minecraft/level/Level","com/mojang/minecraft/level/Level","com/mojang/minecraft/level","1"
"blocks","blocks","blocks","[B","[B","com/mojang/minecraft/level/Level","com/mojang/minecraft/level/Level","com/mojang/minecraft/level","1"
"height","height","height","I","I","com/mojang/minecraft/level/Level","com/mojang/minecraft/level/Level","com/mojang/minecraft/level","1"
"heightMap","heightMap","b","[I","[I","com/mojang/minecraft/level/Level","com/mojang/minecraft/level/Level","com/mojang/minecraft/level","1"
"entities","entities","entities","Ljava/util/ArrayList;","Ljava/util/ArrayList;","com/mojang/minecraft/level/Level","com/mojang/minecraft/level/Level","com/mojang/minecraft/level","1"
"levelListeners","levelListeners","a","Ljava/util/ArrayList;","Ljava/util/ArrayList;","com/mojang/minecraft/level/Level","com/mojang/minecraft/level/Level","com/mojang/minecraft/level","1"
"serialVersionUID","serialVersionUID","serialVersionUID","J","J","com/mojang/minecraft/level/Level","com/mojang/minecraft/level/Level","com/mojang/minecraft/level","1"
"unprocessed","unprocessed","unprocessed","I","I","com/mojang/minecraft/level/Level","com/mojang/minecraft/level/Level","com/mojang/minecraft/level","1"
"creator","creator","creator","Ljava/lang/String;","Ljava/lang/String;","com/mojang/minecraft/level/Level","com/mojang/minecraft/level/Level","com/mojang/minecraft/level","1"
"zSpawn","zSpawn","zSpawn","I","I","com/mojang/minecraft/level/Level","com/mojang/minecraft/level/Level","com/mojang/minecraft/level","1"
"tickList","tickList","e","Ljava/util/ArrayList;","Ljava/util/ArrayList;","com/mojang/minecraft/level/Level","com/mojang/minecraft/level/Level","com/mojang/minecraft/level","1"
"createTime","createTime","createTime","J","J","com/mojang/minecraft/level/Level","com/mojang/minecraft/level/Level","com/mojang/minecraft/level","1"
